Time,Hour,Radiation,Temp,Dir,Spd,Time
10,9,0.345821326,0.815699659,140,0.137254902,10
10,10,0.608069164,0.846416382,130,0.235294118,10
10,11,0.665706052,0.85665529,130,0.254901961,10
10,12,0.948126801,0.860068259,130,0.225490196,10
10,13,0.974063401,0.877133106,140,0.225490196,10
10,14,0.95389049,0.883959044,150,0.254901961,10
10,15,0.844380403,0.894197952,150,0.303921569,10
10,16,0.694524496,0.880546075,130,0.274509804,10
10,17,0.495677233,0.860068259,130,0.303921569,10
10,18,0.270893372,0.836177474,120,0.225490196,10
10,19,0.066282421,0.795221843,120,0.12745098,10
10,20,0,0.771331058,130,0.068627451,10
11,6,0,0.723549488,250,0,11
11,7,0.063400576,0.757679181,130,0.088235294,11
11,8,0.207492795,0.788395904,70,0.274509804,11
11,9,0.317002882,0.822525597,60,0.264705882,11
11,10,0.60518732,0.846416382,80,0.31372549,11
11,11,0.737752161,0.877133106,100,0.37254902,11
11,12,0.613832853,0.846416382,100,0.460784314,11
11,13,0.299711816,0.795221843,110,0.470588235,11
11,14,0.106628242,0.689419795,110,0.490196078,11
11,15,0.023054755,0.689419795,130,0.490196078,11
11,16,0.025936599,0.66894198,130,0.431372549,11
11,17,0.063400576,0.706484642,120,0.323529412,11
11,18,0.121037464,0.726962457,120,0.343137255,11
11,19,0.040345821,0.730375427,120,0.294117647,11
11,20,0,0.733788396,90,0.254901961,11
12,6,0,0.747440273,130,0.568627451,12
12,7,0.037463977,0.750853242,130,0.539215686,12
12,8,0.213256484,0.788395904,120,0.529411765,12
12,9,0.239193084,0.788395904,130,0.5,12
12,10,0.224783862,0.798634812,130,0.5,12
12,11,0.311239193,0.80887372,130,0.529411765,12
12,12,0.518731988,0.839590444,130,0.490196078,12
12,13,0.472622478,0.825938567,130,0.460784314,12
12,14,0.5129683,0.836177474,130,0.441176471,12
12,15,0.783861671,0.880546075,130,0.352941176,12
12,16,0.478386167,0.843003413,130,0.37254902,12
12,17,0.34870317,0.829351536,130,0.411764706,12
12,18,0.244956772,0.802047782,120,0.323529412,12
12,19,0.054755043,0.781569966,130,0.284313725,12
12,20,0.002881844,0.699658703,120,0.18627451,12
13,6,0,0.720136519,130,0.225490196,13
13,7,0.048991354,0.737201365,120,0.235294118,13
13,8,0.172910663,0.781569966,120,0.254901961,13
13,9,0.383285303,0.819112628,120,0.235294118,13
13,10,0.639769452,0.860068259,130,0.254901961,13
13,11,0.821325648,0.85665529,120,0.323529412,13
13,12,0.951008646,0.883959044,130,0.303921569,13
13,13,0.968299712,0.870307167,130,0.284313725,13
13,14,0.910662824,0.877133106,130,0.274509804,13
13,15,0.806916427,0.873720137,120,0.264705882,13
13,16,0.674351585,0.866894198,,,13
13,17,0.469740634,0.849829352,120,0.245098039,13
13,18,0.250720461,0.836177474,130,0.156862745,13
13,19,0.057636888,0.781569966,130,0.117647059,13
13,20,0,0.750853242,130,0.098039216,13
14,6,0,0.692832765,280,0,14
14,7,0.066282421,0.71331058,270,0,14
14,8,0.244956772,0.747440273,280,0,14
14,9,0.455331412,0.802047782,280,0,14
14,10,0.625360231,0.80887372,270,0.147058824,14
14,11,0.711815562,0.836177474,280,0.254901961,14
14,12,0.812680115,0.860068259,,,14
14,13,0.86167147,0.863481229,270,0.274509804,14
14,14,0.809798271,0.880546075,290,0.215686275,14
14,15,0.682997118,0.90443686,310,0.215686275,14
14,16,0.435158501,0.890784983,300,0.215686275,14
14,17,0.377521614,0.887372014,300,0.156862745,14
14,18,0.195965418,0.853242321,270,0.117647059,14
14,19,0.054755043,0.839590444,270,0.12745098,14
14,20,0,0.805460751,290,0.12745098,14
15,6,0,0.716723549,290,0.029411765,15
15,7,0.04610951,0.733788396,290,0,15
15,8,0.195965418,0.778156997,280,0,15
15,9,0.374639769,0.832764505,290,0,15
15,10,0.536023055,0.839590444,280,0.147058824,15
15,11,0.708933718,0.863481229,280,0.176470588,15
15,12,0.798270893,0.870307167,280,0.166666667,15
15,13,0.847262248,0.901023891,270,0.156862745,15
15,14,0.809798271,0.887372014,270,0.156862745,15
15,15,0.636887608,0.894197952,300,0.166666667,15
15,16,0.596541787,0.877133106,290,0.235294118,15
15,17,0.400576369,0.85665529,290,0.245098039,15
15,18,0.21037464,0.839590444,290,0.205882353,15
15,19,0.054755043,0.80887372,130,0.284313725,15
15,20,0,0.778156997,120,0.264705882,15
16,6,0,0.737201365,90,0.235294118,16
16,7,0.034582133,0.747440273,80,0.225490196,16
16,8,0.242074928,0.791808874,90,0.166666667,16
16,9,0.380403458,0.798634812,100,0.254901961,16
16,10,0.063400576,0.689419795,130,0.254901961,16
16,11,0.069164265,0.703071672,120,0.225490196,16
16,12,0.484149856,0.788395904,100,0.205882353,16
16,13,0.371757925,0.802047782,110,0.225490196,16
16,14,0.510086455,0.812286689,110,0.284313725,16
16,15,0.602305476,0.85665529,120,0.284313725,16
16,16,0.291066282,0.781569966,,,16
16,17,0.135446686,0.730375427,100,0.343137255,16
16,18,0.129682997,0.754266212,120,0.31372549,16
16,19,0.028818444,0.757679181,110,0.333333333,16
16,20,0,0.76109215,110,0.31372549,16
17,6,0,0.655290102,140,0.539215686,17
17,7,0.008645533,0.66552901,170,0.803921569,17
17,8,0.028818444,0.645051195,170,0.931372549,17
17,9,0.060518732,0.655290102,170,0.823529412,17
17,10,0.020172911,0.631399317,180,0.960784314,17
17,11,0.008645533,0.638225256,180,0.774509804,17
17,12,0.023054755,0.638225256,200,0.823529412,17
17,13,0.028818444,0.641638225,210,0.784313725,17
17,14,0.028818444,0.634812287,210,0.754901961,17
17,15,0.040345821,0.651877133,210,0.539215686,17
17,16,0.034582133,0.679180887,210,0.490196078,17
17,17,0.011527378,0.607508532,210,0.519607843,17
17,18,0.002881844,0.627986348,290,0.215686275,17
17,19,0.008645533,0.631399317,300,0.058823529,17
17,20,0,0.686006826,20,0.009803922,17
18,6,0,0.71331058,220,0.137254902,18
18,7,0.04610951,0.723549488,210,0.196078431,18
18,8,0.146974063,0.740614334,200,0.147058824,18
18,9,0.259365994,0.754266212,230,0.117647059,18
18,10,0.541786744,0.805460751,210,0.166666667,18
18,11,0.610951009,0.80887372,230,0.166666667,18
18,12,0.74351585,0.829351536,210,0.137254902,18
18,13,0.668587896,0.822525597,280,0.205882353,18
18,14,0.691642651,0.805460751,280,0.235294118,18
18,15,0.642651297,0.80887372,220,0.12745098,18
18,16,0.561959654,0.843003413,240,0.117647059,18
18,17,0.495677233,0.825938567,170,0.235294118,18
18,18,0.239193084,0.788395904,170,0.245098039,18
18,19,0.051873199,0.76109215,170,0.196078431,18
18,20,0,0.747440273,170,0.098039216,18
19,6,0,0.699658703,140,0.009803922,19
19,7,0.051873199,0.720136519,120,0.009803922,19
19,8,0.242074928,0.788395904,130,0.088235294,19
19,9,0.489913545,0.836177474,130,0.029411765,19
19,10,0.700288184,0.873720137,130,0.156862745,19
19,11,0.850144092,0.887372014,130,0.215686275,19
19,12,0.711815562,0.836177474,120,0.18627451,19
19,13,0.443804035,0.839590444,130,0.117647059,19
19,14,0.547550432,0.863481229,,,19
19,15,0.44092219,0.836177474,130,0.205882353,19
19,16,0.331412104,0.819112628,120,0.264705882,19
19,17,0.371757925,0.829351536,120,0.284313725,19
19,18,0.201729107,0.802047782,120,0.254901961,19
19,19,0.060518732,0.767918089,120,0.166666667,19
19,20,0,0.744027304,130,0.058823529,19
20,6,0,0.709897611,270,0,20
20,7,0.043227666,0.733788396,130,0,20
20,8,0.155619597,0.764505119,280,0,20
20,9,0.149855908,0.788395904,150,0,20
20,10,0.363112392,0.843003413,50,0.088235294,20
20,11,0.53314121,0.877133106,50,0.196078431,20
20,12,0.314121037,0.798634812,80,0.333333333,20
20,13,0.65129683,0.832764505,80,0.382352941,20
20,14,0.556195965,0.860068259,120,0.37254902,20
20,15,0.383285303,0.781569966,120,0.490196078,20
20,16,0.09221902,0.723549488,,,20
20,17,0.207492795,0.754266212,90,0.37254902,20
20,18,0.115273775,0.740614334,90,0.401960784,20
20,19,0.040345821,0.750853242,90,0.303921569,20
20,20,0,0.733788396,100,0.343137255,20
21,6,0,0.706484642,100,0.68627451,21
21,7,0.043227666,0.726962457,,,21
21,8,0.141210375,0.747440273,,,21
21,9,0.13832853,0.750853242,,,21
21,10,0.178674352,0.764505119,,,21
21,11,0.279538905,0.781569966,120,0.764705882,21
21,12,0.446685879,0.791808874,120,0.843137255,21
21,13,0.342939481,0.791808874,120,1,21
21,14,0.293948127,0.771331058,120,0.941176471,21
21,15,0.195965418,0.737201365,120,0.81372549,21
21,16,0.216138329,0.703071672,130,0.607843137,21
21,17,0.097982709,0.662116041,130,0.696078431,21
21,18,0.063400576,0.709897611,130,0.588235294,21
21,19,0.020172911,0.726962457,130,0.598039216,21
21,20,0,0.726962457,130,0.637254902,21
22,6,0,0.720136519,140,0.480392157,22
22,7,0.023054755,0.720136519,140,0.598039216,22
22,8,0.089337176,0.730375427,140,0.509803922,22
22,9,0.170028818,0.757679181,130,0.460784314,22
22,10,0.204610951,0.757679181,130,0.450980392,22
22,11,0.175792507,0.757679181,130,0.519607843,22
22,12,0.161383285,0.747440273,130,0.549019608,22
22,13,0.155619597,0.740614334,130,0.490196078,22
22,14,0.181556196,0.76109215,140,0.421568627,22
22,15,0.178674352,0.767918089,140,0.441176471,22
22,16,0.18443804,0.76109215,140,0.460784314,22
22,17,0.16426513,0.757679181,140,0.411764706,22
22,18,0.106628242,0.750853242,140,0.333333333,22
22,19,0.028818444,0.740614334,140,0.284313725,22
22,20,0,0.733788396,130,0.274509804,22
23,6,0,0.71331058,120,0.235294118,23
23,7,0.031700288,0.723549488,120,0.254901961,23
23,8,0.244956772,0.795221843,130,0.274509804,23
23,9,0.285302594,0.791808874,130,0.303921569,23
23,10,0.668587896,0.846416382,130,0.343137255,23
23,11,0.855907781,0.863481229,130,0.284313725,23
23,12,0.95389049,0.880546075,140,0.323529412,23
23,13,0.899135447,0.880546075,140,0.303921569,23
23,14,0.910662824,0.860068259,140,0.323529412,23
23,15,0.706051873,0.839590444,140,0.352941176,23
23,16,0.389048991,0.80887372,130,0.303921569,23
23,17,0.409221902,0.819112628,130,0.303921569,23
23,18,0.21037464,0.795221843,130,0.352941176,23
23,19,0.069164265,0.757679181,130,0.235294118,23
23,20,0,0.740614334,120,0.284313725,23
24,6,0,0.720136519,130,0.147058824,24
24,7,0.040345821,0.730375427,130,0.166666667,24
24,8,0.167146974,0.76109215,130,0.176470588,24
24,9,0.340057637,0.819112628,130,0.156862745,24
24,10,0.645533141,0.860068259,130,0.215686275,24
24,11,0.853025937,0.880546075,150,0.235294118,24
24,12,0.625360231,0.85665529,130,0.264705882,24
24,13,0.948126801,0.883959044,140,0.303921569,24
24,14,0.90778098,0.880546075,150,0.264705882,24
24,15,0.832853026,0.863481229,150,0.274509804,24
24,16,0.576368876,0.846416382,140,0.294117647,24
24,17,0.253602305,0.815699659,150,0.274509804,24
24,18,0.236311239,0.805460751,140,0.254901961,24
24,19,0.051873199,0.764505119,130,0.284313725,24
24,20,0,0.754266212,130,0.294117647,24
25,6,0,0.71331058,130,0.254901961,25
25,7,0.048991354,0.730375427,130,0.215686275,25
25,8,0.18443804,0.764505119,130,0.18627451,25
25,9,0.319884726,0.791808874,130,0.235294118,25
25,10,0.449567723,0.798634812,130,0.31372549,25
25,11,0.530259366,0.829351536,120,0.37254902,25
25,12,0.536023055,0.843003413,130,0.31372549,25
25,13,0.596541787,0.85665529,130,0.294117647,25
25,14,0.90778098,0.870307167,130,0.333333333,25
25,15,0.838616715,0.877133106,130,0.37254902,25
25,16,0.610951009,0.853242321,130,0.323529412,25
25,17,0.412103746,0.825938567,140,0.294117647,25
25,18,0.268011527,0.815699659,130,0.264705882,25
25,19,0.080691643,0.764505119,120,0.31372549,25
25,20,0,0.750853242,130,0.294117647,25
26,6,0,0.737201365,130,0.235294118,26
26,7,0.034582133,0.754266212,130,0.245098039,26
26,8,0.149855908,0.781569966,130,0.235294118,26
26,9,0.250720461,0.815699659,130,0.18627451,26
26,10,0.406340058,0.839590444,130,0.294117647,26
26,11,0.567723343,0.853242321,130,0.31372549,26
26,12,0.544668588,0.85665529,130,0.362745098,26
26,13,0.959654179,0.897610922,130,0.37254902,26
26,14,0.92795389,0.883959044,130,0.37254902,26
26,15,0.847262248,0.880546075,130,0.411764706,26
26,16,0.703170029,0.866894198,120,0.411764706,26
26,17,0.478386167,0.860068259,130,0.31372549,26
26,18,0.250720461,0.819112628,140,0.284313725,26
26,19,0.048991354,0.781569966,130,0.303921569,26
26,20,0,0.764505119,130,0.37254902,26
27,6,0,0.726962457,130,0.205882353,27
27,7,0.051873199,0.744027304,120,0.225490196,27
27,8,0.224783862,0.802047782,130,0.274509804,27
27,9,0.46685879,0.846416382,120,0.264705882,27
27,10,0.671469741,0.866894198,140,0.235294118,27
27,11,0.804034582,0.894197952,120,0.254901961,27
27,12,0.930835735,0.883959044,120,0.323529412,27
27,13,0.974063401,0.90443686,130,0.215686275,27
27,14,0.933717579,0.921501706,130,0.176470588,27
27,15,0.795389049,0.907849829,130,0.147058824,27
27,16,0.561959654,0.897610922,,,27
27,17,0.423631124,0.880546075,130,0.156862745,27
27,18,0.239193084,0.846416382,130,0.18627451,27
27,19,0.060518732,0.795221843,120,0.245098039,27
27,20,0,0.764505119,130,0.235294118,27
28,6,0,0.726962457,300,0.137254902,28
28,7,0.048991354,0.740614334,300,0.058823529,28
28,8,0.181556196,0.767918089,290,0.009803922,28
28,9,0.463976945,0.798634812,300,0.098039216,28
28,10,0.639769452,0.822525597,300,0.166666667,28
28,11,0.711815562,0.825938567,300,0.205882353,28
28,12,0.933717579,0.843003413,280,0.264705882,28
28,13,0.982708934,0.866894198,270,0.284313725,28
28,14,0.945244957,0.870307167,280,0.264705882,28
28,15,0.838616715,0.877133106,280,0.235294118,28
28,16,0.677233429,0.870307167,280,0.274509804,28
28,17,0.44092219,0.870307167,280,0.147058824,28
28,18,0.244956772,0.836177474,280,0.196078431,28
28,19,0.057636888,0.805460751,280,0.176470588,28
28,20,0,0.795221843,270,0.156862745,28
29,6,0,0.747440273,270,0.009803922,29
29,7,0.04610951,0.744027304,270,0.147058824,29
29,8,0.219020173,0.781569966,300,0.147058824,29
29,9,0.449567723,0.795221843,,,29
29,10,0.648414986,0.822525597,280,0.215686275,29
29,11,0.806916427,0.853242321,,,29
29,12,0.904899135,0.870307167,270,0.254901961,29
29,13,0.925072046,0.866894198,270,0.37254902,29
29,14,0.893371758,0.870307167,280,0.382352941,29
29,15,0.798270893,0.883959044,270,0.254901961,29
29,16,0.648414986,0.866894198,260,0.284313725,29
29,17,0.455331412,0.85665529,260,0.245098039,29
29,18,0.236311239,0.846416382,260,0.215686275,29
29,19,0.054755043,0.819112628,260,0.156862745,29
29,20,0,0.812286689,280,0.117647059,29
30,6,0,0.764505119,270,0.049019608,30
30,7,0.034582133,0.767918089,280,0.068627451,30
30,8,0.152737752,0.781569966,280,0.098039216,30
30,9,0.334293948,0.812286689,280,0.147058824,30
30,10,0.590778098,0.832764505,300,0.196078431,30
30,11,0.760806916,0.853242321,270,0.215686275,30
30,12,0.682997118,0.85665529,270,0.284313725,30
30,13,0.853025937,0.883959044,280,0.196078431,30
30,14,0.83573487,0.894197952,270,0.245098039,30
30,15,0.567723343,0.883959044,290,0.18627451,30
30,16,0.371757925,0.880546075,300,0.137254902,30
30,17,0.308357349,0.853242321,300,0.107843137,30
30,18,0.066282421,0.812286689,300,0.274509804,30
30,19,0.020172911,0.812286689,130,0.058823529,30
30,20,0,0.819112628,170,0.088235294,30
31,6,0,0.764505119,270,0.088235294,31
31,7,0.017291066,0.76109215,270,0.176470588,31
31,8,0.16426513,0.788395904,270,0.147058824,31
31,9,0.299711816,0.80887372,270,0.12745098,31
31,10,0.536023055,0.832764505,280,0.215686275,31
31,11,0.780979827,0.85665529,280,0.254901961,31
31,12,0.887608069,0.860068259,270,0.264705882,31
31,13,0.916426513,0.880546075,280,0.225490196,31
31,14,0.873198847,0.887372014,280,0.215686275,31
31,15,0.766570605,0.894197952,290,0.225490196,31
31,16,0.354466859,0.85665529,170,0.156862745,31
31,17,0.135446686,0.846416382,170,0.205882353,31
31,18,0.13832853,0.822525597,170,0.156862745,31
31,19,0.025936599,0.802047782,170,0.225490196,31
31,20,0,0.788395904,170,0.225490196,31
32,6,0,0.740614334,150,0,32
32,7,0.057636888,0.767918089,160,0,32
32,8,0.18443804,0.784982935,290,0,32
32,9,0.325648415,0.819112628,280,0.009803922,32
32,10,0.625360231,0.839590444,280,0.147058824,32
32,11,0.515850144,0.849829352,280,0.18627451,32
32,12,0.195965418,0.836177474,280,0.098039216,32
32,13,0.187319885,0.839590444,280,0.088235294,32
32,14,0.227665706,0.843003413,280,0.039215686,32
32,15,0.195965418,0.843003413,120,0.058823529,32
32,16,0.247838617,0.866894198,160,0.039215686,32
32,17,0.250720461,0.846416382,140,0.078431373,32
32,18,0.175792507,0.829351536,180,0.235294118,32
32,19,0.043227666,0.798634812,170,0.18627451,32
32,20,0,0.781569966,170,0.088235294,32
33,6,0,0.757679181,290,0.039215686,33
33,7,0.048991354,0.771331058,280,0,33
33,8,0.221902017,0.805460751,280,0,33
33,9,0.452449568,0.825938567,280,0.12745098,33
33,10,0.654178674,0.853242321,280,0.137254902,33
33,11,0.832853026,0.866894198,270,0.18627451,33
33,12,0.92795389,0.873720137,270,0.225490196,33
33,13,0.942363112,0.90443686,,,33
33,14,0.939481268,0.901023891,280,0.235294118,33
33,15,0.76945245,0.90443686,280,0.225490196,33
33,16,0.489913545,0.901023891,290,0.18627451,33
33,17,0.403458213,0.897610922,280,0.215686275,33
33,18,0.198847262,0.866894198,270,0.18627451,33
33,19,0.048991354,0.836177474,280,0.068627451,33
33,20,0,0.822525597,290,0.068627451,33
34,6,0,0.764505119,280,0.088235294,34
34,7,0.025936599,0.781569966,280,0.049019608,34
34,8,0.23054755,0.819112628,270,0.019607843,34
34,9,0.472622478,0.829351536,270,0.18627451,34
34,10,0.645533141,0.846416382,270,0.284313725,34
34,11,0.81556196,0.866894198,,,34
34,12,0.916426513,0.883959044,270,0.303921569,34
34,13,0.95389049,0.90443686,280,0.274509804,34
34,14,0.90778098,0.897610922,280,0.343137255,34
34,15,0.806916427,0.901023891,280,0.274509804,34
34,16,0.65129683,0.901023891,,,34
34,17,0.463976945,0.880546075,270,0.205882353,34
34,18,0.244956772,0.85665529,250,0.254901961,34
34,19,0.060518732,0.829351536,250,0.215686275,34
34,20,0,0.819112628,260,0.18627451,34
35,6,0,0.767918089,280,0.098039216,35
35,7,0.054755043,0.774744027,270,0.166666667,35
35,8,0.233429395,0.80887372,270,0.117647059,35
35,9,0.455331412,0.829351536,280,0.205882353,35
35,10,0.668587896,0.85665529,280,0.196078431,35
35,11,0.827089337,0.860068259,300,0.235294118,35
35,12,0.942363112,0.877133106,280,0.294117647,35
35,13,0.976945245,0.883959044,,,35
35,14,0.951008646,0.897610922,270,0.294117647,35
35,15,0.832853026,0.894197952,,,35
35,16,0.668587896,0.883959044,,,35
35,17,0.475504323,0.866894198,,,35
35,18,0.250720461,0.849829352,250,0.205882353,35
35,19,0.054755043,0.819112628,270,0.176470588,35
35,20,0,0.805460751,270,0.176470588,35
36,6,0,0.771331058,270,0.029411765,36
36,7,0.051873199,0.778156997,270,0.107843137,36
36,8,0.236311239,0.812286689,290,0.088235294,36
36,9,0.443804035,0.839590444,280,0.147058824,36
36,10,0.654178674,0.846416382,280,0.245098039,36
36,11,0.827089337,0.870307167,280,0.264705882,36
36,12,0.925072046,0.883959044,280,0.254901961,36
36,13,0.976945245,0.90443686,280,0.264705882,36
36,14,0.910662824,0.894197952,280,0.31372549,36
36,15,0.530259366,0.873720137,270,0.235294118,36
36,16,0.403458213,0.877133106,240,0.18627451,36
36,17,0.368876081,0.880546075,,,36
36,18,0.198847262,0.849829352,250,0.205882353,36
36,19,0.043227666,0.822525597,250,0.225490196,36
36,20,0,0.815699659,260,0.225490196,36
37,6,0,0.774744027,270,0.107843137,37
37,7,0.040345821,0.778156997,290,0.049019608,37
37,8,0.201729107,0.798634812,280,0.156862745,37
37,9,0.417867435,0.839590444,,,37
